City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,mogocha,53.7333,119.7667,16.38,54,46,1.73,RU,1748465897
291,komoro,36.3167,138.4333,15.41,78,100,0.22,JP,1748465898
292,la mira,18.035,-102.3266,29.52,65,99,5.46,MX,1748465899
293,saipan,15.1355,145.701,27.39,91,0,1.54,MP,1748465900
294,maragogi,-9.0122,-35.2225,24.95,85,8,1.96,BR,1748465901
295,constantia,44.1833,28.65,14.38,86,98,3.14,RO,1748465902
296,kratovo,42.0792,22.1814,12.39,68,1,3.68,MK,1748465904
297,port hueneme,34.1478,-119.1951,21.08,75,100,5.66,US,1748465841
298,tulum,20.2167,-87.4667,31.06,74,99,3.13,MX,1748465908
299,tvoroyri,61.5556,-6.8111,9.07,83,8,6.93,FO,1748465909
300,la'ie,21.6477,-157.9253,27.66,65,13,1.79,US,1748465910
301,royan,45.6285,-1.0281,17.64,86,97,2.76,FR,1748465911
302,melenci,45.5139,20.3172,17.49,70,85,2.43,RS,1748465912
303,yorkton,51.2167,-102.4677,24.91,25,0,5.66,CA,1748465913
304,tindouf,27.6711,-8.1474,37.25,12,40,3.6,DZ,1748465914
305,arsin,40.9496,39.9276,15.74,82,75,3.09,TR,1748465915
306,pierre,44.3683,-100.351,20.15,51,100,3.6,US,1748465916
307,puerto armuelles,8.2833,-82.8667,28.38,78,63,1.79,PA,1748465917
308,namtsy,62.7161,129.6658,15.72,60,1,5.65,RU,1748465918
309,nadym,65.5333,72.5167,2.45,99,100,4.01,RU,1748465920
310,vila franca do campo,37.7167,-25.4333,19.23,88,90,3.08,PT,1748465921
311,nguruka,-5.1092,31.0419,21.08,68,85,1.45,TZ,1748465922
312,yung shue wan,22.2333,114.1167,26.49,90,98,4.64,HK,1748465923
313,klyuchi,52.2667,79.1667,7.93,55,99,2.52,RU,1748465924
314,sisimiut,66.9395,-53.6735,2.37,80,100,5.67,GL,1748465925
315,praia da vitoria,38.7333,-27.0667,21.14,73,40,6.26,PT,1748465926
316,nova vicosa,-17.8919,-39.3719,23.78,92,93,3.77,BR,1748465927
317,hirara,24.8,125.2833,24.92,100,75,3.09,JP,1748465928
318,kupang,-10.1667,123.5833,26.32,94,75,2.06,ID,1748465929
319,kaoma,-14.7833,24.8,14.31,54,1,2.69,ZM,1748465930
320,yoko,5.5333,12.3167,19.72,92,100,1.44,CM,1748465931
321,natal,-5.795,-35.2094,29.12,70,40,6.69,BR,1748465933
322,altai,46.3722,96.2583,5.06,23,56,3.6,MN,1748465934
323,dunedin,-45.8742,170.5036,9.33,99,100,4.02,NZ,1748465935
324,valguarnera caropepe,37.4955,14.3888,16.55,69,91,2.05,IT,1748465936
325,bathsheba,13.2167,-59.5167,30.34,70,40,8.75,BB,1748465937
326,changji,44.0167,87.3167,14.44,58,0,3.0,CN,1748465938
327,kimbe,-5.5502,150.1429,24.94,87,95,1.57,PG,1748465939
328,iskateley,67.6803,53.1512,9.93,75,21,2.95,RU,1748465940
329,shakawe,-18.3667,21.85,15.55,43,0,2.26,BW,1748465941
330,queenstown,-31.8976,26.8753,15.26,38,0,5.05,ZA,1748465942
331,broken hill,-31.95,141.4333,6.92,89,100,4.27,AU,1748465943
332,kristiansund,63.1115,7.732,10.36,66,0,5.14,NO,1748465944
333,belle fourche,44.6714,-103.8522,18.73,48,5,6.93,US,1748465945
334,itaituba,-4.2761,-55.9836,33.09,58,20,0.0,BR,1748465947
335,road town,18.4167,-64.6167,29.02,65,75,5.66,VG,1748465816
336,vila velha,-20.3297,-40.2925,23.97,88,40,1.54,BR,1748465949
337,al hazm,16.1641,44.7769,28.32,44,74,4.34,YE,1748465950
338,camp verde,34.5636,-111.8543,35.7,7,67,7.57,US,1748465951
339,santa cruz,-17.8,-63.1667,19.03,39,75,11.32,BO,1748465952
340,shiguai,40.7058,110.2856,15.81,45,92,2.52,CN,1748465953
341,morant bay,17.8815,-76.4093,31.76,71,3,5.47,JM,1748465954
342,ndele,8.4109,20.6473,22.44,89,100,1.32,CF,1748465955
343,bouar,5.934,15.596,19.53,91,79,1.07,CF,1748465956
344,isangel,-19.55,169.2667,20.06,100,20,0.51,VU,1748465957
345,fale old settlement,-9.3852,-171.2468,28.56,79,100,7.42,TK,1748465958
346,sibolga,1.7427,98.7792,25.58,91,38,1.31,ID,1748465959
347,sogndal,61.2283,7.1003,9.21,93,75,4.12,NO,1748465961
348,usinsk,65.9939,57.5281,12.34,85,99,4.48,RU,1748465962
349,miyazu,35.5333,135.1833,15.83,85,100,1.14,JP,1748465963
350,mossel bay,-34.1831,22.146,18.91,48,0,5.03,ZA,1748465964
351,qamdo,31.1667,97.2333,7.72,52,38,2.46,CN,1748465965
352,yaren,-0.5472,166.916,28.43,77,48,6.2,NR,1748465966
353,yeraliyev,43.2,51.65,21.78,29,5,5.83,KZ,1748465967
354,chiredzi,-21.05,31.6667,15.43,63,0,1.39,ZW,1748465968
355,southeast arcadia,27.1863,-81.8521,33.27,58,100,3.25,US,1748465969
356,villa regina,-39.1,-67.0667,13.32,15,87,0.89,AR,1748465970
357,niquelandia,-14.4739,-48.4597,25.09,37,91,1.56,BR,1748465971
358,ajdabiya,30.7554,20.2263,20.1,76,0,4.06,LY,1748465972
359,tirumala,13.6833,79.35,23.13,65,100,6.57,IN,1748465974
360,cestos city,5.46,-9.5828,25.74,89,97,2.76,LR,1748465975
361,sidi akkacha,36.4647,1.3026,29.16,47,48,2.07,DZ,1748465976
362,acapulco de juarez,16.8634,-99.8901,25.82,72,100,0.64,MX,1748465977
363,rikaze,29.25,88.8833,12.91,45,6,2.31,CN,1748465978
364,tucuma,-0.1833,-50.05,27.41,80,6,4.48,BR,1748465979
365,wanning,18.8003,110.3967,26.04,90,99,1.64,CN,1748465981
366,vernon,50.2581,-119.2691,30.97,38,14,1.54,CA,1748465982
367,tromso,69.6496,18.957,11.01,66,75,5.66,NO,1748465983
368,puerto lempira,15.2667,-83.7667,32.08,62,40,7.2,HN,1748465984
369,portland,45.5234,-122.6762,29.04,43,20,4.63,US,1748465870
370,lake city,30.1897,-82.6393,33.72,51,75,3.6,US,1748465988
371,kulhudhuffushi,6.6221,73.07,28.71,83,100,10.42,MV,1748465989
372,morondava,-20.2833,44.2833,22.37,80,0,3.78,MG,1748465990
373,saint-imier,47.1528,6.9969,13.27,94,75,3.09,CH,1748465991
374,cherykaw,53.5692,31.3793,15.06,91,100,4.82,BY,1748465992
375,codrington,-38.2667,141.9667,11.13,85,0,4.54,AU,1748465993
376,puerto ayacucho,5.6639,-67.6236,31.2,71,82,1.51,VE,1748465994
377,sarkand,45.41,79.9186,13.39,43,99,2.34,KZ,1748465995
378,hargeysa,9.56,44.065,23.6,54,21,7.82,SO,1748465997
379,palikir - national government center,6.9248,158.1611,26.63,94,100,6.13,FM,1748465998
380,kshenskiy,51.8408,37.7136,17.5,63,100,5.44,RU,1748465999
381,malango,-2.9627,119.9001,17.92,97,24,1.36,ID,1748466000
382,matoury,4.8483,-52.3317,25.98,89,75,2.06,GF,1748466001
383,kiama,-34.6833,150.8667,13.1,72,100,2.24,AU,1748466002
384,machico,32.7,-16.7667,19.35,63,40,3.09,PT,1748466003
385,prince rupert,54.3161,-130.3201,12.05,94,100,13.38,CA,1748466004
386,berezovyy,51.6667,135.7,15.01,98,100,1.2,RU,1748466005
387,pindushi,62.9152,34.58,12.51,98,100,2.11,RU,1748466006
388,fort mcmurray,56.7268,-111.381,29.77,23,0,5.14,CA,1748465750
389,qianzhou,28.3167,109.7167,15.69,97,7,0.94,CN,1748466008
390,tazacorte,28.629,-17.9293,19.54,90,100,5.14,ES,1748466009
391,choibalsan,48.0667,114.5,12.33,51,100,7.71,MN,1748466011
392,mersa matruh,31.3525,27.2453,19.11,82,0,5.66,EG,1748466012
393,ust-nera,64.5667,143.2,17.43,42,35,1.94,RU,1748466013
394,al mijlad,11.0333,27.7333,33.32,30,8,3.2,SD,1748466014
395,awjilah,29.1081,21.2869,22.39,35,0,5.19,LY,1748466015
396,misratah,32.3754,15.0925,20.69,69,0,6.85,LY,1748466016
397,luderitz,-26.6481,15.1594,15.75,79,0,2.69,NA,1748466017
398,ginir,7.1333,40.7,14.99,82,86,2.74,ET,1748466018
399,cockburn town,21.4612,-71.1419,27.22,76,9,7.27,TC,1748466019
400,lerwick,60.1545,-1.1494,9.32,85,2,5.32,GB,1748466020
401,touros,-5.1989,-35.4608,26.22,80,19,5.21,BR,1748466021
402,oltinko'l,40.8011,72.1634,18.21,68,4,2.06,UZ,1748466022
403,saint-philippe,-21.3585,55.7679,23.22,78,91,6.37,RE,1748466023
404,rundu,-17.9333,19.7667,14.48,45,0,2.62,NA,1748466025
405,takoradi,4.8845,-1.7554,26.13,85,100,4.16,GH,1748466026
406,jijiang,29.2906,106.2542,19.32,91,12,0.62,CN,1748466027
407,barra,-11.0894,-43.1417,26.73,36,0,1.37,BR,1748466028
408,xiaoweizhai,26.1903,107.5125,16.56,97,100,1.37,CN,1748466029
409,ulsteinvik,62.3432,5.8487,9.62,84,13,2.24,NO,1748466030
410,sandnessjoen,66.0217,12.6316,10.23,71,20,7.72,NO,1748466031
411,zhumysker,49.3333,49.4,22.61,37,62,6.6,KZ,1748466032
412,richfield,44.8833,-93.283,15.81,80,100,1.54,US,1748466033
413,new norfolk,-42.7826,147.0587,4.7,97,23,1.84,AU,1748466034
414,embrun,44.5639,6.4953,13.11,79,23,1.75,FR,1748466035
415,nchelenge,-9.3451,28.734,22.69,66,70,1.71,ZM,1748466036
416,onguday,50.75,86.15,3.33,99,100,2.3,RU,1748466037
417,el rama,12.1596,-84.2195,29.67,80,100,4.64,NI,1748466039
418,wittlich,49.9833,6.8833,15.2,77,100,2.06,DE,1748466040
419,la penita de jaltomba,21.0333,-105.25,29.36,55,99,3.56,MX,1748466041
420,rio grande,-32.035,-52.0986,13.04,79,100,11.32,BR,1748466042
421,chake chake,-5.2459,39.7666,24.81,84,37,5.74,TZ,1748466043
422,krasnovishersk,60.4078,57.082,13.99,80,0,0.82,RU,1748466044
423,bayanhongor,46.7167,100.1167,0.41,29,7,1.73,MN,1748466045
424,filingue,14.3521,3.3168,36.12,22,47,2.01,NE,1748466046
425,tsetserleg,47.475,101.4542,1.56,40,4,1.7,MN,1748466047
426,lionel town,17.8101,-77.2406,31.83,64,11,6.54,JM,1748466048
427,fort polk south,31.0511,-93.2158,25.01,94,100,0.0,US,1748466049
428,kudymkar,59.0173,54.656,14.4,83,0,2.94,RU,1748466050
429,ust'-ilimsk,58.0006,102.6619,-0.84,71,20,0.62,RU,1748466051
430,menongue,-14.6585,17.691,13.35,53,0,1.89,AO,1748466053
431,halifax,44.6453,-63.5724,25.38,37,20,5.14,CA,1748466001
432,afif,23.9065,42.9172,29.27,10,1,8.01,SA,1748466055
433,agia varvara,37.9833,23.6667,21.05,66,20,1.79,GR,1748466056
434,flying fish cove,-10.4217,105.6791,24.82,100,50,1.54,CX,1748466057
435,mezhdurechensk,53.6942,88.0603,0.46,96,96,3.44,RU,1748466058
436,okhotsk,59.3833,143.3,4.24,84,65,2.01,RU,1748466059
437,santo antonio,-6.3106,-35.4789,23.8,88,3,4.22,BR,1748466060
438,seminole,28.7086,-81.2081,34.12,62,100,0.45,US,1748466061
439,lastoursville,-0.8143,12.7287,23.45,95,85,0.89,GA,1748466062
440,maru,12.3342,6.4057,29.48,46,72,6.34,NG,1748466063
441,iho,5.5667,7.1,24.05,95,50,2.29,NG,1748466065
442,sokoni,-6.4333,39.55,26.7,78,83,8.36,TZ,1748466067
443,thika,-1.0333,37.0693,14.9,96,79,0.81,KE,1748466068
444,hovd,48.0056,91.6419,9.71,37,0,2.4,MN,1748466069
445,kingscliff,-28.2667,153.5667,14.89,67,100,1.54,AU,1748466070
446,ganjam,19.3833,85.0667,28.1,80,100,1.67,IN,1748466071
447,bac lieu,9.285,105.7244,27.51,86,100,2.94,VN,1748466072
448,paseh,-7.1026,107.7641,26.05,83,55,1.14,ID,1748466073
449,tazovsky,67.4667,78.7,-3.32,97,100,5.79,RU,1748466074
450,tamandare,-8.7597,-35.1047,25.25,84,16,2.55,BR,1748466075
451,middle island,40.8843,-72.9373,17.13,62,100,3.6,US,1748466076
452,torghay,49.6339,63.4981,21.29,48,66,4.2,KZ,1748466077
453,sarkikaraagac,38.0794,31.3664,14.49,55,52,2.06,TR,1748466078
454,murrells inlet,33.551,-79.0414,30.05,71,27,4.16,US,1748466079
455,crane,31.3974,-102.3501,30.57,29,1,2.14,US,1748466081
456,pascagoula,30.3658,-88.5561,30.56,66,35,3.95,US,1748466082
457,vilyuchinsk,52.9306,158.4028,8.15,65,8,1.41,RU,1748466083
458,palembang,-2.9167,104.7458,25.05,100,20,1.03,ID,1748466010
459,salinas de hidalgo,22.6333,-101.7167,28.82,23,68,2.97,MX,1748466085
460,namdrik,5.5994,168.1028,28.14,81,32,7.72,MH,1748466086
461,barclayville,4.6797,-8.2339,25.15,90,100,2.43,LR,1748466087
462,conception bay south,47.4999,-52.9981,17.18,57,100,4.77,CA,1748466088
463,east london,-33.0153,27.9116,23.75,36,0,4.06,ZA,1748466089
464,manggar,-2.8833,108.2667,28.02,81,92,3.72,ID,1748466090
465,forster,-32.1667,152.5167,12.0,77,100,4.95,AU,1748466091
466,kavieng,-2.5744,150.7967,28.0,77,53,3.04,PG,1748466092
467,pozanti,37.4278,34.8717,15.3,70,16,1.17,TR,1748466093
468,kuqa,41.7278,82.9364,19.19,29,8,3.06,CN,1748466095
469,arfoud,31.4348,-4.2375,30.34,13,23,3.07,MA,1748466096
470,ogulin,45.2661,15.2286,16.26,79,100,1.38,HR,1748466097
471,weyburn,49.6668,-103.8511,22.12,33,5,6.17,CA,1748466098
472,colonia,50.9333,6.95,15.36,82,40,4.12,DE,1748466003
473,peace river,56.2501,-117.286,28.17,26,0,7.2,CA,1748466100
474,aioun,16.6614,-9.6149,36.75,8,56,4.41,MR,1748466101
475,byron bay,-28.65,153.6167,14.23,76,100,3.93,AU,1748466102
476,nieuw amsterdam,5.8833,-55.0833,30.01,74,40,3.09,SR,1748466103
477,zaranj,30.9667,61.8833,26.96,16,0,8.79,AF,1748466105
478,horta,38.5333,-28.6333,18.9,94,75,8.75,PT,1748466107
479,tommot,58.9564,126.2925,16.03,78,44,1.85,RU,1748466108
480,ringkobing,56.0901,8.244,10.36,87,4,5.5,DK,1748466109
481,cabedelo,-6.9811,-34.8339,26.37,83,10,5.13,BR,1748466082
482,ust'-kulom,61.6864,53.6902,16.62,68,100,0.73,RU,1748466111
483,shetpe,44.1667,52.1167,21.01,25,20,4.57,KZ,1748466112
484,brandon,27.9378,-82.2859,35.61,52,0,3.6,US,1748466113
485,tangalle,6.024,80.7911,25.94,91,100,7.58,LK,1748466114
486,orcopampa,-15.2661,-72.3417,12.68,21,48,4.38,PE,1748466115
487,ad darb,17.7229,42.2526,27.72,81,1,2.51,SA,1748466116
488,zyrya,40.3661,50.2917,19.05,65,4,2.24,AZ,1748466117
489,miles city,46.4083,-105.8406,23.69,29,2,5.52,US,1748466118
490,churapcha,62.0025,132.4325,13.9,47,4,6.26,RU,1748466119
491,savyntsi,49.4026,37.0627,19.75,48,100,4.67,UA,1748466121
492,quang ngai,15.1167,108.8,25.4,88,100,1.83,VN,1748466002
493,barra do garcas,-15.89,-52.2567,20.32,100,75,0.0,BR,1748466123
494,madang,-5.2246,145.7966,25.16,91,48,0.46,PG,1748466124
495,ancud,-41.8697,-73.8203,9.45,82,95,1.93,CL,1748466125
496,arar,30.9753,41.0381,30.01,7,0,3.09,SA,1748466126
497,san juan,-31.5375,-68.5364,13.75,36,0,1.75,AR,1748466127
498,ugoofaaru,5.6667,73.0,28.67,83,100,9.92,MV,1748466128
499,kone,-21.0595,164.8658,22.14,85,23,0.49,NC,1748466129
500,taoudenni,22.6783,-3.9836,33.73,7,2,5.12,ML,1748466130
501,vangaindrano,-23.35,47.6,19.43,89,35,1.14,MG,1748466131
502,torrington,41.8007,-73.1212,20.42,50,100,0.89,US,1748466017
503,onega,63.9061,38.1404,13.9,97,100,3.39,RU,1748466133
504,kaka,37.3482,59.6143,23.02,29,15,2.42,TM,1748466135
505,paracuru,-3.41,-39.0306,26.25,78,29,4.61,BR,1748466136
506,xilin hot,43.9667,116.0333,18.42,35,57,6.4,CN,1748466137
507,aginskoye,51.1,114.53,4.03,68,100,7.32,RU,1748466138
508,egilsstadir,65.2653,-14.3948,8.95,71,75,4.63,IS,1748466139
509,saint joseph,39.7686,-94.8466,21.81,54,20,0.0,US,1748466140
510,vyaz'ma,55.2104,34.2951,14.25,83,2,3.3,RU,1748466141
511,bardai,11.65,7.2333,27.19,56,59,4.78,NG,1748466142
512,ust'-talovka,50.5493,81.85,3.76,91,63,2.54,KZ,1748466143
513,tarrafal de sao nicolau,16.5667,-24.3667,21.58,89,1,6.35,CV,1748466144
514,nuku'alofa,-21.1333,-175.2,25.19,94,20,1.03,TO,1748466145
515,dul'durga,50.6761,113.5931,3.16,71,79,4.77,RU,1748466146
516,alaghsas,17.0187,8.0168,34.99,16,42,4.45,NE,1748466147
517,conduaga,8.862,117.4893,26.58,83,100,2.1,PH,1748466148
518,preobrazheniye,42.9019,133.9064,14.88,80,45,3.5,RU,1748466150
519,itambe,-15.245,-40.6244,22.47,68,64,1.18,BR,1748466151
520,enewetak,11.3474,162.3373,27.88,81,100,8.17,MH,1748466152
521,nikolayevsk-on-amure,53.1406,140.73,8.9,93,100,2.04,RU,1748466153
522,changping,40.2186,116.2197,20.31,37,2,0.93,CN,1748466154
523,karatuzskoye,53.6072,92.8667,1.71,99,100,3.01,RU,1748466155
524,half moon,34.826,-77.4594,29.48,67,75,2.57,US,1748466156
525,polyarnyy,69.1989,33.4478,10.43,77,100,4.77,RU,1748466157
526,verkhovazh'ye,60.7472,42.0465,16.67,72,100,3.07,RU,1748466158
527,rosarito,32.3333,-117.0333,21.51,69,100,4.82,MX,1748466159
528,jayapura,-2.5333,140.7,25.66,93,100,2.46,ID,1748466160
529,slavyanka,42.8633,131.3847,11.48,82,6,0.81,RU,1748466161
530,carora,10.1755,-70.0827,33.72,28,60,9.59,VE,1748466162
531,belozersk,60.0326,37.7957,15.41,67,100,4.55,RU,1748466163
532,taltal,-25.4,-70.4833,17.07,79,31,1.22,CL,1748466165
533,bonthe,7.5264,-12.505,26.76,84,93,2.61,SL,1748466166
534,ciudad lazaro cardenas,17.9583,-102.2,30.18,63,98,6.46,MX,1748465901
535,argo,37.6333,22.7333,18.96,75,100,1.59,GR,1748466168
536,oak grove,45.4168,-122.6401,28.75,45,6,4.02,US,1748466169
537,fort st. john,56.2499,-120.8529,26.94,28,40,5.66,CA,1748466170
538,turkmenbasy,40.0222,52.9552,20.43,34,0,2.06,TM,1748466171
539,natchez,31.5604,-91.4032,27.89,72,40,3.6,US,1748465988
540,arraial do cabo,-22.9661,-42.0278,25.92,73,0,4.63,BR,1748466173
541,dryden,49.7833,-92.7503,22.16,30,40,3.09,CA,1748466174
542,kathu,7.9178,98.3332,26.9,81,99,6.38,TH,1748466175
543,aldan,58.6031,125.3894,16.97,65,84,1.63,RU,1748466176
544,anaconda,46.1285,-112.9423,22.66,35,17,3.31,US,1748466177
545,karmaskaly,54.3709,56.1837,10.95,78,14,1.43,RU,1748466054
546,taksimo,56.3444,114.8794,4.16,91,100,2.78,RU,1748466180
547,page,36.9147,-111.4558,32.29,12,3,1.79,US,1748466082
548,kavaratti,10.5669,72.642,28.46,81,100,13.06,IN,1748466182
549,kyabe,9.4515,18.9449,26.85,59,100,2.25,TD,1748466183
550,kyren,51.6828,102.1408,-1.92,91,31,1.14,RU,1748466184
551,urangan,-25.3,152.9,16.58,55,100,3.86,AU,1748466185
552,talayuela,39.987,-5.6098,24.58,36,0,2.58,ES,1748466186
553,kapchorwa,1.3965,34.4509,14.18,88,92,1.9,UG,1748466187
554,sabalgarh,26.25,77.4,33.63,44,36,2.12,IN,1748466188
555,ta`u,-14.2336,-169.5144,28.08,80,56,7.96,AS,1748466189
556,portoferraio,42.8115,10.3146,19.18,76,100,3.26,IT,1748466190
557,sikonge,-5.6333,32.7667,21.42,59,94,1.63,TZ,1748466191
558,znamenka,52.4167,41.4311,15.8,59,0,4.68,RU,1748466192
559,westport,41.1415,-73.3579,18.49,60,100,3.6,US,1748466193
560,severo-yeniseyskiy,60.3725,93.0408,-5.35,88,35,1.3,RU,1748466195
561,pisco,-13.7,-76.2167,22.03,60,0,6.69,PE,1748466196
562,angaur state,6.906,134.13,28.8,74,100,2.8,PW,1748466197
563,corinto,37.9407,22.9573,17.16,76,100,2.9,GR,1748466198
564,ajaccio,42.0,8.9167,15.95,83,0,1.54,FR,1748466199
565,puerto la cruz,10.2167,-64.6167,27.5,78,26,7.54,VE,1748466200
566,copperas cove,31.1241,-97.9031,26.28,77,75,6.69,US,1748466201
567,spanish springs,39.6491,-119.7074,31.21,12,0,3.58,US,1748466202
568,tayzhina,53.6679,87.4362,-0.25,93,87,2.69,RU,1748466203
569,kirakira,-10.4544,161.9205,27.86,82,13,1.67,SB,1748466204
570,abeche,13.8292,20.8324,32.12,13,91,4.25,TD,1748466205
571,shingu,33.7333,135.9833,18.15,88,100,2.26,JP,1748466206
572,antsiranana,-12.2787,49.2917,24.44,74,59,4.77,MG,1748466207
573,qalat,32.1058,66.9083,18.89,14,0,2.86,AF,1748466208
574,leua,48.2156,18.6071,15.17,83,92,5.5,SK,1748466210
575,ghormach,35.7306,63.7826,19.55,23,0,3.48,AF,1748466211
576,bandon,51.7469,-8.7425,12.77,94,100,7.76,IE,1748466212
577,hurricane,37.1753,-113.2899,34.71,12,0,2.24,US,1748466213
578,tuy hoa,13.0833,109.3,24.67,98,100,2.16,VN,1748466215
579,san marcos,33.1434,-117.1661,22.44,72,100,5.66,US,1748466216
